programming_skill,math_skill,communication_skill,logic_score,cgpa,aptitude_score,interest_area,career
6,1,2,1,8.7,60,Networking,Cloud Engineering
1,4,7,9,7.2,50,Data,Business Analytics
1,4,7,1,5.5,45,Design,UI/UX Design
3,6,5,4,7.2,96,Security,Business Analytics
5,3,2,6,7.5,89,Coding,Software Development
8,5,4,2,7.3,42,Coding,Machine Learning
5,5,9,5,9.1,96,Data,Business Analytics
1,4,3,10,9.6,90,Networking,Cybersecurity
3,7,2,9,8.9,61,Security,Cybersecurity
10,4,2,1,7.9,80,Coding,Machine Learning
10,8,9,6,7.7,55,Business,Cybersecurity
4,3,2,6,8.2,55,Management,Machine Learning
9,9,6,1,6.4,83,Security,Machine Learning
8,4,10,7,9.1,52,AI/ML,Software Development
10,1,7,6,9.3,61,Security,Software Development
9,2,5,7,6.3,61,AI/ML,Software Development
7,9,3,3,9.5,49,AI/ML,Data Science
4,9,1,3,9.2,90,Management,Machine Learning
7,3,2,8,7.1,81,Coding,Software Development
4,7,10,8,9.5,92,Business,Business Analytics
4,6,2,2,5.6,71,Coding,Machine Learning
7,2,1,3,5.1,50,Design,Software Development
6,5,9,6,6.7,57,AI/ML,Business Analytics
6,7,5,9,7.8,61,Business,Software Development
4,10,4,3,6.8,97,Business,Business Analytics
5,9,8,3,9.7,54,Data,Business Analytics
1,1,6,9,6.3,82,Networking,Cybersecurity
7,3,10,7,6.4,47,Coding,Software Development
6,5,5,10,8.2,98,Networking,Cloud Engineering
10,2,8,8,5.0,79,Networking,Machine Learning
6,6,9,10,8.6,66,Business,Software Development
5,1,5,2,6.9,61,Design,Product Management
1,2,3,3,9.9,61,Business,Product Management
2,1,10,3,8.5,53,Business,Product Management
4,3,3,1,5.3,76,Security,Business Analytics
4,8,1,8,5.5,92,Business,Business Analytics
4,2,6,7,5.4,54,Business,Software Development
4,10,10,1,9.8,85,Coding,Business Analytics
8,3,1,2,8.4,74,Data,Machine Learning
2,1,9,2,7.1,87,Data,Product Management
4,4,9,5,6.0,86,Data,Business Analytics
2,8,10,5,9.4,42,Coding,Business Analytics
4,2,5,3,6.0,41,Networking,Cloud Engineering
7,1,3,10,8.5,95,Business,Software Development
1,9,6,3,8.8,49,Security,Business Analytics
4,6,2,6,6.5,75,Business,Machine Learning
1,4,9,5,7.5,85,Networking,Product Management
10,8,7,4,6.1,70,Networking,Machine Learning
8,9,5,9,6.9,40,Security,Cybersecurity
3,4,6,10,9.8,40,Data,Software Development
2,6,8,1,8.5,80,Security,Business Analytics
1,1,6,5,9.2,94,Networking,Product Management
5,4,9,2,7.7,60,Security,Business Analytics
8,6,10,5,6.2,73,Security,Business Analytics
6,2,10,7,8.6,96,Design,UI/UX Design
9,10,7,5,7.5,90,Data,Data Science
4,10,8,4,5.9,72,Management,Product Management
3,3,4,4,7.1,79,Security,Product Management
5,4,1,3,8.2,98,Business,Machine Learning
3,2,5,4,8.7,88,Data,Product Management
10,6,9,4,6.2,65,Networking,Machine Learning
2,2,2,7,9.4,82,Coding,Software Development
5,4,6,1,6.9,60,Business,Business Analytics
6,6,2,1,6.4,96,Management,Machine Learning
1,7,5,6,6.0,45,Management,Software Development
5,6,2,7,9.0,53,Security,Cybersecurity
5,3,8,3,6.8,61,Management,Product Management
3,8,9,3,7.4,52,Design,UI/UX Design
2,7,8,7,6.1,76,Security,UI/UX Design
1,8,8,4,8.4,83,Coding,Business Analytics
1,5,3,8,8.9,94,Business,Data Science
5,9,6,2,6.7,70,Coding,Business Analytics
1,4,2,2,9.7,77,Management,Software Development
10,9,4,6,5.2,76,Design,Machine Learning
3,3,6,4,5.7,40,Management,Product Management
7,3,7,8,7.9,83,Networking,Cloud Engineering
7,6,1,6,8.5,41,Networking,Cloud Engineering
5,6,9,4,6.3,73,Data,Business Analytics
9,8,5,2,7.8,100,Design,Machine Learning
2,3,9,2,6.6,88,Business,Product Management
3,9,6,8,7.8,70,Business,Business Analytics
3,4,6,3,8.3,59,Design,UI/UX Design
2,6,7,6,9.9,91,AI/ML,Product Management
3,10,9,9,7.3,92,Coding,Business Analytics
4,6,2,9,8.2,62,AI/ML,Software Development
8,7,6,3,7.9,46,Coding,Machine Learning
4,10,1,2,6.6,75,Coding,Machine Learning
9,10,5,8,6.3,78,AI/ML,Data Science
8,5,9,7,9.9,96,AI/ML,Machine Learning
10,5,9,4,6.0,94,Security,Machine Learning
2,2,3,6,9.0,53,Coding,Software Development
10,6,4,2,5.7,55,Design,Machine Learning
7,10,6,8,9.0,100,AI/ML,Data Science
10,5,4,8,5.9,59,Management,Software Development
4,4,2,3,9.8,67,Coding,Software Development
10,2,4,5,8.4,58,Data,Software Development
6,4,5,4,5.5,63,Data,Cybersecurity
1,3,6,1,8.5,74,Security,Product Management
5,10,10,2,8.0,57,Data,Business Analytics
2,6,6,10,6.7,65,Design,UI/UX Design
10,2,4,5,6.3,61,Security,Software Development
4,1,7,2,8.6,46,Security,Product Management
3,9,8,1,8.7,87,Networking,Business Analytics
6,10,5,4,6.6,94,Management,Machine Learning
5,8,5,10,9.4,70,Management,Software Development
1,2,3,4,6.3,52,Data,Business Analytics
9,1,9,10,5.3,79,Management,Product Management
9,2,9,5,8.0,72,AI/ML,Product Management
8,8,2,8,5.5,73,Design,Machine Learning
7,8,4,8,6.4,76,Data,Data Science
5,9,3,1,7.5,83,Management,Machine Learning
6,1,10,1,6.4,42,AI/ML,Product Management
6,2,1,10,6.1,46,Security,Cybersecurity
2,10,3,10,8.5,45,AI/ML,Machine Learning
1,10,4,2,7.7,49,Business,UI/UX Design
3,8,6,7,9.2,99,Data,Business Analytics
5,2,3,10,7.9,84,Business,Software Development
2,1,6,10,7.4,80,Security,Cybersecurity
2,1,8,3,6.3,82,Management,Product Management
9,7,9,9,9.0,42,Coding,Software Development
4,9,1,7,6.0,53,Business,Machine Learning
6,7,2,10,6.2,88,AI/ML,Data Science
6,3,1,2,9.2,68,Data,Machine Learning
8,8,10,7,8.7,71,Management,Product Management
8,1,7,1,8.1,85,Design,UI/UX Design
3,9,6,4,5.2,44,Coding,Business Analytics
9,9,8,1,5.6,88,Coding,Machine Learning
4,8,6,5,7.5,81,AI/ML,Machine Learning
9,9,3,9,8.7,64,Networking,Cloud Engineering
5,6,6,7,7.3,70,Data,Business Analytics
2,5,8,4,5.1,44,Coding,Business Analytics
8,4,1,5,5.9,52,Security,Software Development
1,10,7,4,7.9,55,Business,Business Analytics
8,7,5,8,8.5,93,Design,Software Development
1,2,1,3,5.2,46,Data,Machine Learning
3,10,3,1,5.2,57,Design,Machine Learning
7,1,5,6,6.3,48,Networking,Cloud Engineering
10,6,4,9,5.4,57,Business,Software Development
5,2,3,5,7.7,40,Networking,Cloud Engineering
2,7,7,3,5.6,56,Coding,Business Analytics
3,5,5,1,8.2,84,Business,Business Analytics
9,5,5,10,8.9,86,Security,Cybersecurity
8,7,8,8,9.9,63,Management,Data Science
2,8,1,2,9.7,83,Security,Machine Learning
4,4,4,1,6.4,77,Business,Business Analytics
3,10,1,2,5.1,95,Business,Machine Learning
2,5,10,4,6.6,89,AI/ML,Business Analytics
9,2,2,9,8.5,53,Business,Software Development
7,1,9,2,5.3,75,Design,UI/UX Design
2,3,2,9,6.8,87,Business,Software Development
7,7,4,1,6.5,58,Data,Data Science
5,6,7,8,6.1,74,AI/ML,Machine Learning
1,4,9,3,8.5,64,Networking,Business Analytics
5,5,2,10,8.3,58,Business,Software Development
2,9,3,5,7.7,52,Networking,UI/UX Design
3,6,9,3,9.6,42,AI/ML,Business Analytics
9,1,4,3,5.5,85,Networking,Cloud Engineering
8,1,3,9,5.7,89,Security,Cybersecurity
2,5,8,5,6.9,79,Security,Business Analytics
9,5,1,4,8.3,54,Business,Cybersecurity
6,9,9,8,7.9,41,Networking,Cloud Engineering
9,6,9,6,5.4,78,Data,Business Analytics
8,8,9,7,9.8,52,Networking,Cloud Engineering
4,6,3,5,6.5,73,Design,Machine Learning
6,4,2,1,6.8,99,Business,Software Development
6,7,5,1,8.1,40,Security,Machine Learning
8,7,4,1,9.7,75,Data,Data Science
3,8,10,6,8.3,100,Management,Product Management
4,2,7,6,9.8,60,Security,Software Development
3,7,10,8,5.9,89,Business,Business Analytics
3,3,8,9,8.1,90,Business,Product Management
2,8,8,2,9.1,69,AI/ML,Business Analytics
1,8,2,10,7.5,58,Design,Software Development
10,7,1,10,6.8,81,Data,Data Science
1,10,1,7,9.9,77,Business,Business Analytics
9,6,6,6,5.7,69,AI/ML,Machine Learning
1,1,3,2,7.1,51,Security,Product Management
8,7,10,2,9.4,85,Coding,Business Analytics
4,8,2,1,9.5,52,Design,Software Development
6,2,10,7,9.9,48,AI/ML,Business Analytics
3,2,7,5,9.4,44,AI/ML,Product Management
5,3,2,2,5.3,67,Management,Machine Learning
5,9,1,2,9.6,47,Data,Machine Learning
6,6,4,1,7.1,60,AI/ML,Machine Learning
4,10,4,7,8.3,54,AI/ML,Machine Learning
6,9,4,7,7.0,68,Networking,Cloud Engineering
9,6,6,7,9.1,87,Data,Business Analytics
5,7,2,2,7.9,67,Networking,Machine Learning
4,4,2,1,9.2,73,Security,Machine Learning
2,1,7,2,6.0,48,Data,Business Analytics
4,4,10,8,5.9,46,Design,UI/UX Design
2,6,3,8,7.2,99,Business,Business Analytics
2,2,10,3,5.0,77,Data,Business Analytics
10,3,4,1,8.5,40,Security,Machine Learning
1,1,4,4,6.5,74,AI/ML,Product Management
5,8,1,9,7.8,40,Data,Machine Learning
9,9,5,2,5.4,44,Management,Machine Learning
10,9,5,8,5.9,62,Networking,Cloud Engineering
2,4,7,5,8.1,80,Security,Product Management
2,6,2,2,6.5,77,Business,Business Analytics
4,10,2,10,6.1,88,Coding,Software Development
6,6,5,6,6.1,50,Security,Machine Learning
10,3,1,7,6.1,51,Business,Software Development
3,4,2,1,8.1,72,Security,Machine Learning
2,8,7,4,5.8,92,Business,Business Analytics
3,5,10,7,6.8,84,Networking,Cybersecurity
9,9,6,7,8.4,80,Data,Data Science
1,9,2,1,7.6,45,Business,Business Analytics
4,1,10,7,8.0,93,Security,Cybersecurity
2,8,6,10,6.3,100,AI/ML,Business Analytics
2,4,8,8,9.7,75,AI/ML,Data Science
10,6,2,3,7.1,60,AI/ML,Machine Learning
1,3,6,10,6.4,80,Business,Product Management
4,4,1,7,9.5,79,AI/ML,Software Development
10,4,7,1,8.3,96,Networking,Machine Learning
7,1,3,2,8.1,46,AI/ML,Machine Learning
1,8,10,10,9.4,71,Security,Cybersecurity
5,2,1,3,5.3,83,Coding,Software Development
10,4,7,1,9.2,61,Management,Machine Learning
5,2,2,5,8.4,91,Security,Software Development
6,2,7,6,6.8,43,Data,Software Development
6,4,5,6,6.3,46,Security,Software Development
7,10,10,7,5.5,88,Security,Cybersecurity
2,10,7,10,9.7,47,Security,Software Development
9,4,4,8,5.7,65,Design,Software Development
10,6,1,1,6.3,57,Design,UI/UX Design
2,10,6,1,8.5,81,Networking,Cloud Engineering
9,3,5,1,8.6,40,Design,Machine Learning
9,10,1,4,5.8,61,Networking,Machine Learning
8,2,6,4,9.1,100,AI/ML,Machine Learning
4,3,3,10,7.6,62,Management,Software Development
5,4,3,4,9.2,76,Data,Machine Learning
9,1,1,1,5.4,100,Data,Machine Learning
2,9,4,9,5.2,77,Business,Machine Learning
9,9,3,3,8.2,86,Security,Machine Learning
10,4,1,10,5.8,98,Design,Software Development
7,9,5,8,7.6,77,AI/ML,Data Science
4,8,3,9,5.1,90,Management,Software Development
6,9,2,9,8.9,71,Management,Machine Learning
1,9,5,2,9.5,89,Security,Business Analytics
10,6,1,7,9.2,79,Networking,Cloud Engineering
4,2,10,5,9.8,60,Coding,Product Management
1,10,5,7,9.5,74,AI/ML,Business Analytics
8,7,10,8,7.2,60,Data,UI/UX Design
7,10,9,6,7.0,64,Management,Business Analytics
7,10,10,4,9.5,57,AI/ML,Data Science
1,2,6,10,9.6,69,Data,Software Development
8,5,5,7,9.9,61,AI/ML,Machine Learning
7,2,8,9,8.8,78,Security,Cybersecurity
8,1,1,3,6.0,62,AI/ML,Machine Learning
9,10,9,9,9.7,69,Management,Product Management
3,10,4,4,9.7,48,Coding,Business Analytics
3,10,1,5,8.3,63,Networking,Machine Learning
10,9,3,9,9.3,61,Data,Data Science
6,7,3,4,7.8,98,Security,Machine Learning
5,6,1,3,9.7,67,Business,Machine Learning
3,10,7,10,5.5,41,Management,Business Analytics
7,6,1,10,9.3,58,AI/ML,Software Development
8,7,9,4,5.3,84,Networking,Business Analytics
1,3,5,4,6.7,50,Management,Product Management
6,8,8,3,5.7,49,Business,Business Analytics
10,9,4,1,7.4,62,Design,Machine Learning
3,7,2,6,6.2,61,Networking,Cloud Engineering
3,5,2,3,9.8,69,Networking,Machine Learning
9,2,7,9,7.8,42,Security,Cybersecurity
1,1,8,2,9.5,83,Design,UI/UX Design
4,7,3,7,6.4,53,Data,Machine Learning
5,7,4,6,5.1,83,Design,Machine Learning
8,8,10,7,8.9,74,Management,UI/UX Design
2,10,9,2,8.5,52,Networking,Business Analytics
5,5,5,5,7.7,68,Security,Business Analytics
2,9,3,7,9.1,42,Design,Business Analytics
8,8,4,4,9.2,82,Security,Machine Learning
7,3,6,9,7.9,58,Management,Software Development
5,9,6,6,9.8,63,Coding,Business Analytics
4,1,2,4,8.6,49,Business,Software Development
2,6,1,1,8.4,62,Business,Business Analytics
10,10,5,2,6.8,64,Networking,Machine Learning
7,7,8,5,5.0,53,Networking,Business Analytics
4,10,2,5,6.2,99,AI/ML,Machine Learning
5,1,5,9,8.8,57,Management,Software Development
8,6,2,8,8.5,51,Security,Cybersecurity
8,8,3,2,6.7,73,Design,Machine Learning
5,7,7,6,8.1,59,Business,Machine Learning
4,9,3,5,6.0,67,Security,Machine Learning
7,5,3,2,6.3,84,Business,Machine Learning
7,7,10,7,9.7,44,Business,Business Analytics
6,5,2,6,7.1,71,Management,Software Development
1,9,2,1,6.2,41,Management,Business Analytics
5,2,10,5,7.4,42,Design,UI/UX Design
7,3,6,8,6.9,45,Coding,Product Management
10,1,1,4,8.6,49,AI/ML,Software Development
6,8,5,4,9.8,61,Management,Machine Learning
4,3,6,2,8.0,97,Business,Product Management
6,4,3,3,8.0,95,Data,Machine Learning
2,9,6,10,6.8,46,Business,Business Analytics
1,4,7,7,7.8,100,Networking,Cybersecurity
7,2,3,2,6.6,78,Management,Product Management
10,1,9,5,5.0,73,Design,UI/UX Design
9,3,5,2,9.3,88,Networking,Cloud Engineering
6,10,10,5,7.1,69,Networking,Business Analytics
1,6,1,2,7.5,56,Coding,Machine Learning
10,10,4,7,5.4,72,Design,Machine Learning
5,3,8,6,9.2,84,Design,Cloud Engineering
3,4,9,7,5.9,81,AI/ML,Product Management
9,2,3,5,7.1,50,Networking,Cloud Engineering
8,4,10,3,9.2,97,Data,Business Analytics
8,6,2,3,7.3,57,AI/ML,Machine Learning
3,9,5,3,9.7,90,Management,Business Analytics
10,4,4,5,6.0,59,Security,Software Development
5,8,5,5,8.6,43,Data,UI/UX Design
6,7,10,7,9.9,100,AI/ML,Data Science
8,3,8,1,7.7,75,Design,UI/UX Design
7,10,8,3,8.5,53,Management,Business Analytics
2,5,3,9,7.0,40,AI/ML,Software Development
4,2,10,10,8.8,47,Security,Cybersecurity
4,10,5,10,9.5,50,Security,Cybersecurity
10,10,7,4,8.5,96,AI/ML,Data Science
8,1,7,2,9.7,50,Coding,Software Development
4,10,7,2,7.9,49,Data,Software Development
8,10,7,2,7.9,91,Management,Product Management
8,9,5,10,6.5,93,Security,Cybersecurity
4,3,7,9,8.5,52,Design,Business Analytics
5,7,10,9,9.4,79,Design,UI/UX Design
9,6,4,8,8.2,72,Design,Software Development
6,7,6,4,6.2,75,Design,UI/UX Design
2,7,2,5,7.7,58,Security,Machine Learning
8,7,4,9,8.8,85,AI/ML,Data Science
6,6,8,9,9.7,93,Coding,Software Development
6,7,7,6,5.8,84,AI/ML,Data Science
8,6,3,9,5.6,95,Security,Cybersecurity
10,1,6,4,7.1,46,Data,Software Development
4,1,9,5,5.6,80,AI/ML,Product Management
5,10,2,9,9.9,100,AI/ML,Machine Learning
2,10,1,4,7.1,72,Business,Business Analytics
7,6,4,8,7.7,97,Coding,Software Development
5,2,7,5,6.1,61,Design,UI/UX Design
4,8,4,3,7.2,94,Networking,Machine Learning
7,2,9,3,9.9,97,Business,Product Management
5,4,9,7,7.4,77,Coding,Machine Learning
5,4,6,5,5.0,82,Data,Business Analytics
5,1,4,4,6.2,71,Security,Software Development
3,9,1,8,9.9,59,Data,Machine Learning
2,6,9,1,9.9,72,Security,Business Analytics
9,4,9,1,6.1,98,Management,Cloud Engineering
1,6,5,10,8.1,40,Security,Cybersecurity
4,1,6,7,5.4,52,Data,Business Analytics
7,5,8,6,7.9,70,AI/ML,Machine Learning
2,6,7,1,5.6,60,Business,Business Analytics
7,4,2,6,9.1,78,Networking,Cloud Engineering
8,9,7,5,9.7,61,Data,Data Science
7,3,10,6,5.9,80,Security,Product Management
4,2,8,1,7.3,46,Data,Business Analytics
1,6,5,6,5.5,60,Business,Product Management
9,9,6,6,6.7,82,Security,Machine Learning
4,4,3,3,5.3,68,Data,Machine Learning
9,1,7,1,6.3,83,Security,Product Management
2,10,3,10,10.0,78,Design,Business Analytics
2,5,4,8,5.2,60,Data,Business Analytics
8,2,3,7,9.3,66,Business,Software Development
10,7,4,8,5.4,98,Networking,Cloud Engineering
9,4,4,7,7.6,98,Business,Software Development
8,10,1,2,7.3,42,Business,Machine Learning
3,3,8,5,9.7,83,Data,Business Analytics
10,6,5,9,6.0,69,Networking,Cloud Engineering
7,6,10,3,5.9,40,Coding,Business Analytics
2,3,2,10,8.7,78,AI/ML,Software Development
2,5,7,1,8.6,41,Security,Cloud Engineering
9,2,2,4,8.5,59,Networking,Cloud Engineering
3,7,6,4,5.1,82,Design,UI/UX Design
8,8,5,7,6.3,89,Management,Machine Learning
2,10,5,2,9.2,65,AI/ML,Data Science
3,4,7,3,8.0,89,Management,Product Management
3,3,9,7,8.0,91,Data,Business Analytics
3,6,4,3,6.5,67,Data,Business Analytics
7,7,9,9,6.3,50,Networking,Machine Learning
10,10,2,9,9.7,80,Data,Data Science
10,1,3,4,8.6,40,Coding,Software Development
8,3,4,6,5.6,94,Business,Software Development
3,3,10,4,9.7,63,Management,Product Management
10,3,2,4,7.9,86,Business,Software Development
6,5,4,7,6.7,84,Data,Machine Learning
6,9,5,3,7.0,68,Management,Machine Learning
8,1,9,2,8.6,99,Design,UI/UX Design
8,9,5,3,6.9,88,Business,Machine Learning
10,7,10,10,7.9,93,Security,Cybersecurity
6,7,8,3,8.6,45,Security,Business Analytics
7,7,8,4,6.0,69,Design,UI/UX Design
8,2,8,7,9.7,98,AI/ML,Software Development
3,8,2,2,6.8,89,Networking,Machine Learning
4,3,5,3,7.1,67,Networking,Cloud Engineering
7,6,6,2,8.5,44,Coding,Machine Learning
1,7,3,10,8.0,57,Networking,Cybersecurity
4,7,2,10,7.2,74,Coding,Business Analytics
8,4,2,8,8.2,79,Data,Software Development
10,4,8,3,9.5,96,Networking,Cloud Engineering
6,5,7,7,9.0,45,Data,Business Analytics
4,1,3,7,9.1,64,Networking,Cybersecurity
5,8,8,9,6.3,56,Data,Business Analytics
7,1,7,2,7.1,98,Data,Product Management
6,5,9,8,7.8,50,Coding,Software Development
1,7,10,2,5.2,53,Networking,Business Analytics
6,1,9,6,8.8,58,Data,Software Development
5,10,2,9,6.6,46,Design,Machine Learning
8,4,8,1,6.4,79,Coding,Machine Learning
9,1,4,2,6.3,72,Security,Software Development
10,7,5,9,6.4,74,Coding,Software Development
7,6,7,1,6.7,95,Management,Product Management
4,7,7,7,8.0,66,Data,Software Development
5,8,5,6,7.9,58,Business,Business Analytics
2,5,10,4,6.3,62,Coding,Cloud Engineering
10,9,2,9,6.0,88,Management,Machine Learning
9,4,1,9,9.1,72,Design,Data Science
9,6,1,4,5.5,50,Security,Machine Learning
4,2,9,1,7.6,82,Security,Product Management
4,7,5,2,7.6,85,AI/ML,Machine Learning
9,3,5,2,7.9,55,Data,Machine Learning
6,7,7,10,9.4,73,Business,Business Analytics
8,9,5,6,8.1,74,Management,Machine Learning
5,9,6,7,9.9,50,Coding,Business Analytics
5,10,1,3,9.4,40,AI/ML,Machine Learning
7,2,2,9,6.1,83,Data,UI/UX Design
9,2,10,8,6.2,77,Design,UI/UX Design
4,10,5,8,6.7,83,Design,Business Analytics
9,4,2,5,7.0,63,Business,Software Development
3,1,4,7,7.8,71,Networking,Cloud Engineering
5,3,4,6,6.2,99,Management,Software Development
10,9,3,4,6.1,53,Security,Machine Learning
10,4,3,6,6.9,79,Management,Software Development
10,1,8,4,8.4,48,Business,Software Development
4,8,2,10,8.4,44,Security,Cybersecurity
9,2,4,8,9.9,98,Networking,Cloud Engineering
10,4,5,8,6.0,47,Management,Software Development
10,1,6,8,7.0,80,Security,Cybersecurity
1,7,9,5,9.8,71,Coding,Business Analytics
8,5,10,10,8.5,89,Management,Product Management
10,9,3,3,8.0,73,Design,Machine Learning
8,4,6,6,7.7,82,Security,Software Development
3,3,1,1,5.4,94,Design,Machine Learning
8,2,7,3,9.5,90,Coding,Software Development
2,3,2,6,8.1,84,Management,Product Management
5,5,1,5,7.9,49,AI/ML,Machine Learning
7,1,7,10,7.7,50,Security,UI/UX Design
5,5,2,7,7.0,70,Coding,Software Development
7,9,5,5,6.3,80,Security,Machine Learning
3,8,2,5,8.8,80,Networking,Machine Learning
7,7,8,7,7.5,87,Coding,Software Development
7,9,8,8,5.2,46,Coding,Software Development
7,8,6,3,7.0,50,Business,Business Analytics
3,7,9,6,9.6,49,Management,Business Analytics
4,9,5,6,6.9,73,Security,Business Analytics
3,2,2,1,7.1,78,Data,Machine Learning
5,9,2,10,8.1,47,Data,Machine Learning
6,3,3,6,9.0,92,Networking,Cloud Engineering
4,8,3,3,8.3,58,Management,Machine Learning
5,10,4,7,9.3,80,Business,Business Analytics
3,5,3,7,5.6,85,Management,Software Development
3,1,6,10,9.6,42,Networking,Cybersecurity
7,4,2,1,9.5,92,Business,Machine Learning
9,5,7,5,7.6,99,Networking,Cloud Engineering
3,10,4,2,8.1,98,Data,Business Analytics
9,10,7,6,6.1,48,Data,Data Science
6,6,6,6,7.2,63,Security,Machine Learning
2,10,10,5,6.0,54,AI/ML,Business Analytics
4,5,5,10,5.1,67,Coding,Software Development
1,5,3,6,9.9,99,Security,Cybersecurity
1,9,6,5,6.3,86,Management,Product Management
4,7,7,1,8.0,87,Coding,Business Analytics
5,6,5,3,6.5,65,Management,Machine Learning
8,5,6,9,6.9,97,Business,Software Development
2,8,5,5,7.0,96,Management,Business Analytics
9,8,4,10,6.7,89,Management,Software Development
3,5,4,6,8.2,89,Data,Business Analytics
2,1,10,6,9.8,79,Coding,Product Management
7,2,7,5,7.1,45,Security,Software Development
8,2,1,6,9.9,57,AI/ML,Software Development
7,5,10,1,8.3,86,Business,Product Management
2,7,8,1,8.0,59,Data,Business Analytics
2,9,1,5,6.2,50,AI/ML,Machine Learning
4,3,8,6,5.3,97,Networking,Product Management
5,8,6,6,9.3,69,Security,Business Analytics
10,7,10,5,7.9,92,AI/ML,Data Science
3,1,5,3,7.1,57,Business,Product Management
2,4,6,8,9.1,61,AI/ML,Software Development
10,4,4,7,6.6,60,Data,Software Development
2,9,4,1,8.9,62,AI/ML,Machine Learning
1,10,7,5,6.6,66,Business,Business Analytics
5,9,9,8,9.6,58,Design,UI/UX Design
5,6,9,8,6.3,89,Coding,Software Development
7,5,8,3,5.7,59,Coding,Business Analytics
9,4,7,10,8.5,66,Security,Cybersecurity
10,8,6,7,5.8,92,Security,Cybersecurity
3,1,4,5,9.7,66,AI/ML,Software Development
10,3,8,7,8.3,40,Security,Cybersecurity
7,2,4,9,6.2,40,Networking,Cloud Engineering
1,5,3,3,6.0,66,Coding,Business Analytics
10,3,9,2,9.6,79,Management,Product Management
2,2,6,5,8.0,97,Business,Product Management
6,4,4,1,9.5,47,Business,Product Management
8,9,9,9,5.6,73,Coding,Software Development
3,6,10,10,9.6,57,Management,Business Analytics
3,9,4,7,7.6,67,Business,Business Analytics
5,10,6,10,8.3,67,Design,Product Management
9,10,5,1,6.9,59,Coding,Machine Learning
3,4,8,7,5.3,41,Management,Product Management
7,9,10,5,9.8,44,Security,Business Analytics
5,10,6,3,10.0,71,Design,UI/UX Design
2,10,8,4,6.8,53,Business,Business Analytics
8,4,6,6,9.7,59,Data,Machine Learning
9,3,9,7,5.8,45,Networking,Cloud Engineering
6,6,5,2,5.8,43,Management,Cloud Engineering
2,10,4,7,5.4,47,Data,Business Analytics
2,10,5,10,7.0,63,AI/ML,Business Analytics
5,6,10,1,5.3,49,Security,Business Analytics
6,2,7,9,7.0,54,Coding,Software Development
6,5,2,7,5.7,58,Business,Software Development
3,8,1,4,8.7,57,Networking,Machine Learning
6,6,6,8,9.2,40,Coding,Software Development
3,4,9,7,8.4,47,Management,Product Management
7,4,5,8,6.0,97,Management,Software Development
8,1,6,1,8.8,80,Coding,Software Development
7,3,8,1,6.2,47,Business,Business Analytics
1,7,6,7,8.8,57,Business,Business Analytics
10,3,10,4,7.8,63,Data,Cloud Engineering
1,10,7,3,6.8,95,Design,UI/UX Design
10,1,8,5,5.4,93,Data,Software Development
1,6,8,8,9.1,86,AI/ML,Business Analytics
6,5,7,2,9.7,46,Design,UI/UX Design
2,9,1,10,8.3,69,Coding,Software Development
1,9,5,5,9.8,69,Coding,Business Analytics
7,6,2,2,9.7,78,Security,Machine Learning
8,7,6,1,6.0,91,Coding,Machine Learning
2,7,2,9,8.7,59,AI/ML,Machine Learning
10,6,6,2,6.7,73,Networking,Machine Learning
4,2,4,5,7.4,56,Data,Software Development
4,5,1,7,5.8,52,Design,Software Development
3,3,2,6,9.9,59,Coding,Software Development
5,5,6,3,8.6,84,Security,Business Analytics
2,7,1,2,6.3,66,Networking,Machine Learning
5,3,9,8,6.9,81,Data,Business Analytics
3,3,8,5,7.1,82,Coding,Product Management
1,9,8,1,8.7,62,Management,Business Analytics
4,4,2,2,9.6,98,Business,Product Management
7,2,8,6,6.6,42,Management,Business Analytics
8,8,7,2,7.4,94,Networking,Machine Learning
4,8,4,4,8.0,40,Data,Machine Learning
4,9,1,2,7.0,63,Design,Machine Learning
8,8,6,8,7.5,90,AI/ML,Data Science
7,10,8,7,5.5,81,AI/ML,Data Science
9,6,1,8,5.8,59,Networking,Cloud Engineering
10,3,1,1,7.0,94,Coding,Machine Learning
9,9,4,4,9.6,48,Design,Machine Learning
10,3,6,3,6.7,80,Coding,Software Development
5,3,5,7,6.2,71,Design,Software Development
4,9,5,9,8.7,52,Coding,Software Development
4,9,3,3,9.7,96,Coding,Machine Learning
3,4,1,8,7.3,86,Business,Software Development
8,8,1,6,5.0,40,Design,Machine Learning
8,10,1,9,8.4,45,Networking,Machine Learning
9,8,7,1,7.1,43,Business,Business Analytics
2,1,8,10,8.4,65,Business,Product Management
5,7,5,5,6.4,65,Business,Business Analytics
3,2,1,3,5.0,84,Networking,Cloud Engineering
9,9,5,2,6.7,81,Security,Machine Learning
3,1,10,10,8.5,40,Design,UI/UX Design
2,10,3,9,7.0,69,Networking,Cybersecurity
6,2,5,2,6.1,87,Data,Machine Learning
9,5,6,5,7.3,94,Design,UI/UX Design
10,3,4,8,8.8,57,Management,Software Development
1,9,5,6,5.6,42,Design,Product Management
4,4,5,2,8.5,49,Coding,Business Analytics
2,8,5,4,8.3,60,Design,Business Analytics
4,1,8,4,6.9,67,Security,Product Management
6,5,6,3,9.9,61,Coding,Machine Learning
3,10,1,10,9.5,45,Coding,Software Development
1,10,1,3,6.6,60,Design,Machine Learning
6,3,5,8,5.2,57,Management,Software Development
1,4,10,10,6.5,69,Business,Business Analytics
